GP,Ortg,usg,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TPM,TP_per,stl_per,ftr,porpag,bpm,gbpm,blk,pts,height_cm,Height_Impact,REB_per,FT_efficiency
7,64.4,15.2,8.1,23.5,0.0,47.2,0.0,0.5,0,0.0,0.0,0.0,-0.337463,-12.1569,-7.11317,0.2857,0.5714,200.66,-2439.403554,31.6,0.0
26,96.1,18.0,6.7,10.7,10.5,15.6,0.6,0.417,3,0.5,1.8,35.7,0.0872169,-6.02576,-6.54097,0.0,2.2759,185.42000000000002,-1117.2964192000002,17.4,21.42
3,103.7,16.4,0.0,0.0,0.0,0.0,0.5,0.5,0,0.0,0.0,100.0,0.177591,-10.7148,-7.15189,0.0,1.0,182.88,-1959.522624,0.0,50.0
9,82.2,27.2,0.0,0.0,10.3,30.3,0.0,0.667,2,0.286,0.0,0.0,0.0133972,-15.3403,-12.4105,0.0,1.1111,185.42000000000002,-2844.398426,0.0,0.0
30,86.4,23.0,4.4,17.5,9.3,21.3,0.585,0.48,10,0.345,3.0,27.0,0.433752,1.38774,0.899737,0.6,5.7333,198.12,274.9390488,21.9,15.794999999999998
27,73.2,9.3,3.2,9.2,1.7,33.3,0.5,0.429,8,0.276,0.7,16.7,-0.806056,-8.12671,-7.66315,0.0,1.2222,200.66,-1630.7056285999997,12.399999999999999,8.35
7,122.5,5.9,1.7,16.7,2.6,0.0,1.0,0.333,0,0.0,1.8,66.7,0.406694,2.14394,-0.393523,0.4286,1.1429,208.28,446.53982320000006,18.4,66.7
20,73.1,12.4,4.9,12.6,2.5,22.0,0.227,0.529,0,0.0,0.8,129.4,-0.56915,-1.35652,-4.09636,0.45,1.15,205.74,-279.0904248,17.5,29.373800000000003
20,17.2,25.1,5.3,10.3,3.7,36.1,0.667,0.0,0,0.0,3.9,17.6,-0.525145,-18.1131,-26.73,0.0,0.1,185.42000000000002,-3358.531002,15.600000000000001,11.739200000000002
32,81.8,17.7,4.4,5.9,8.9,24.9,0.522,0.436,8,0.258,0.6,53.5,-0.426167,-6.79804,-7.87193,0.25,3.0,198.12,-1346.8276848,10.3,27.927
15,61.3,17.5,8.8,6.2,10.9,20.8,0.333,0.2,0,0.0,2.2,80.0,-0.488209,-2.83651,-3.30844,0.1875,0.625,210.82,-597.9930382,15.0,26.64
6,84.4,20.8,10.6,36.5,6.2,27.6,1.0,0.286,0,0.0,1.9,57.1,-0.0204872,-5.80059,-6.81127,0.3333,1.3333,203.2,-1178.679888,47.1,57.1
14,69.1,28.5,3.0,10.2,13.6,41.8,0.818,0.375,4,0.308,3.8,52.4,-0.178649,-10.6992,-8.23344,0.0,1.9286,187.96,-2011.021632,13.2,42.8632
38,105.6,27.8,9.0,22.1,10.3,13.6,0.646,0.465,26,0.329,2.2,52.1,4.03923,6.84804,7.11872,1.8947,15.6579,203.2,1391.521728,31.1,33.656600000000005
9,33.6,7.5,0.0,8.7,12.2,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.307615,-9.2755,-9.34593,0.0,0.0,200.66,-1861.2218299999997,8.7,0.0
12,92.3,20.9,12.7,19.8,2.2,23.7,0.7,0.45,0,0.0,0.7,50.0,0.117896,-6.51454,-4.19903,0.25,2.0833,205.74,-1340.3014596,32.5,35.0
1,55.4,13.8,0.0,27.0,35.7,100.0,0.0,0.0,0,0.0,13.9,0.0,-0.517648,2.86677,8.73564,0.0,0.0,198.12,567.9644724,27.0,0.0
23,64.3,19.1,1.2,13.2,11.2,30.9,0.364,0.353,1,0.2,2.4,50.0,-0.295577,-4.11786,-5.64216,0.0,0.8261,182.88,-753.0742368,14.399999999999999,18.2
8,38.7,11.2,0.0,5.0,0.0,22.8,0.0,1.0,0,0.0,5.1,0.0,-0.53147,-3.946,-11.1519,0.0,0.25,200.66,-791.80436,5.0,0.0
27,94.2,14.9,1.8,6.2,9.6,12.2,0.8,0.432,26,0.265,2.4,18.5,0.312241,-0.693541,-0.944011,0.2222,4.8148,190.5,-132.1195605,8.0,14.8
10,42.3,9.6,16.7,18.6,0.0,49.2,0.0,0.0,0,0.0,0.0,0.0,-0.225834,-6.54163,-7.16461,0.2,0.0,200.66,-1312.6434757999998,35.3,0.0
28,88.4,15.8,9.4,22.5,8.1,24.5,0.545,0.378,2,0.667,1.3,22.9,0.0408229,5.44592,3.32389,0.6429,1.6429,203.2,1106.610944,31.9,12.4805
30,88.3,16.8,9.1,19.6,2.1,18.4,0.547,0.423,0,0.0,1.5,33.8,0.110879,-4.39659,-4.35256,1.0,5.3667,203.2,-893.387088,28.700000000000003,18.488599999999998
16,98.5,19.1,13.9,11.4,0.0,34.4,0.333,0.917,0,0.0,2.8,75.0,0.147622,-6.51216,-3.76843,0.0,1.5625,208.28,-1356.3526848,25.3,24.975
33,104.3,21.3,3.6,8.6,17.4,15.6,0.655,0.463,17,0.304,2.7,40.4,1.02714,2.41818,1.94882,0.0606,4.8788,185.42000000000002,448.37893560000003,12.2,26.462
16,124.2,8.4,11.7,12.2,2.6,0.0,0.5,0.625,0,0.0,4.0,18.2,0.272853,6.43762,5.25119,0.0625,0.6875,198.12,1275.4212744,23.9,9.1
16,68.2,4.5,5.0,12.4,0.0,21.0,0.5,0.0,0,0.0,2.8,200.0,-0.508904,-2.88553,-3.50507,0.1875,0.125,208.28,-600.9981884,17.4,100.0
4,58.4,10.2,0.0,0.0,31.2,0.0,0.0,0.0,0,0.0,11.9,0.0,-0.155094,-0.0885129,7.40683,0.0,0.0,190.5,-16.86170745,0.0,0.0
9,110.4,16.3,0.0,9.2,23.8,29.4,0.0,0.667,1,0.5,0.0,0.0,0.165464,-5.88143,-9.06993,0.0,0.9167,193.04,-1135.3512472,9.2,0.0
35,104.6,17.4,2.3,7.7,10.0,10.1,0.692,0.427,42,0.331,2.5,23.3,1.14795,0.624324,0.0259683,0.0571,6.9714,190.5,118.933722,10.0,16.1236
31,97.3,16.9,5.4,15.2,5.8,17.3,0.692,0.379,24,0.369,3.4,31.7,0.490073,-1.47929,-1.29527,0.0323,4.6129,193.04,-285.56214159999996,20.6,21.9364
28,111.2,18.7,1.8,9.0,30.7,21.2,0.675,0.531,31,0.403,1.3,54.6,1.5907,-2.83871,-2.114,0.0323,7.6129,172.72,-490.3019912,10.8,36.855000000000004
29,71.9,9.6,4.3,4.9,4.4,38.6,0.4,0.467,2,0.333,0.6,23.8,-0.558782,-5.89885,-8.60347,0.069,0.7586,195.58,-1153.6970830000002,9.2,9.520000000000001
8,47.2,13.7,8.6,17.0,0.0,0.0,0.5,0.0,0,0.0,0.0,66.7,-0.253057,-13.8989,-13.2846,0.0,0.125,177.8,-2471.22442,25.6,33.35
29,93.5,13.8,6.9,18.2,7.1,22.4,0.529,0.522,0,0.0,1.9,50.0,-0.0802206,-3.21234,-3.27632,0.4667,3.1667,203.2,-652.747488,25.1,26.450000000000003
10,73.7,14.0,0.0,9.1,0.0,33.3,0.333,1.0,0,0.0,0.0,300.0,-0.100006,-11.5108,-8.92059,0.0,0.3,190.5,-2192.8074,9.1,99.9
27,96.2,27.4,1.5,8.7,29.6,18.7,0.713,0.481,41,0.315,3.0,29.3,2.35494,0.635439,0.793816,0.1852,15.9259,187.96,119.43711444,10.2,20.8909
31,109.4,18.0,4.2,9.6,7.4,10.4,0.694,0.589,24,0.276,1.4,43.0,2.65702,2.0761,1.97935,0.3226,9.871,195.58,406.043638,13.8,29.842
31,88.5,29.3,10.9,18.3,15.8,20.2,0.587,0.443,9,0.225,3.1,52.3,0.744783,-3.07011,-3.37436,0.129,9.0,195.58,-600.4521138,29.200000000000003,30.700099999999996
9,95.4,24.6,15.7,37.8,8.5,10.6,0.6,0.25,0,0.0,0.0,200.0,0.132367,-4.9162,-4.17761,0.1111,0.8889,208.28,-1023.946136,53.5,120.0
25,96.7,19.2,5.4,7.1,4.8,17.5,0.526,0.419,15,0.5,0.8,20.7,0.509886,-3.23505,-1.76056,0.2,4.28,195.58,-632.711079,12.5,10.8882
27,97.2,14.9,5.3,11.0,5.9,15.2,0.553,0.444,15,0.484,1.2,28.3,0.0511201,-4.82344,-3.91957,1.0333,6.9,195.58,-943.3683952,16.3,15.649900000000002
28,88.7,12.7,7.0,18.3,1.7,22.2,0.727,0.423,0,0.0,0.9,40.7,-0.339487,-6.22578,-5.035,0.2143,2.1429,205.74,-1280.8919772000002,25.3,29.588900000000002
10,104.6,32.0,13.0,2.3,23.5,11.4,0.0,0.5,6,0.316,4.9,10.3,0.601498,7.94193,5.21662,0.0,2.8,187.96,1492.7651628,15.3,0.0
14,47.8,21.6,0.0,24.3,8.4,28.9,0.5,0.167,0,0.0,1.6,100.0,-0.355722,-10.4637,-10.1052,0.0,0.4286,187.96,-1966.757052,24.3,50.0
2,107.3,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.333,0.0,0.0,0.188411,-6.1735,-2.97543,0.0,1.0,190.5,-1176.0517499999999,0.0,0.0
5,0.0,0.0,0.0,60.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.262326,-15.1252,-9.74388,0.0,0.0,187.96,-2842.932592,60.4,0.0
21,131.5,11.7,7.4,15.0,6.6,11.1,0.571,0.667,7,0.467,0.3,46.7,0.871346,-0.175371,-0.993924,0.1429,2.3333,200.66,-35.18994486,22.4,26.6657
25,41.3,18.6,1.1,7.2,19.1,43.1,0.0,0.5,2,0.1,0.5,4.5,-0.747838,-15.8963,-15.3259,0.0,0.32,180.34,-2866.738742,8.3,0.0
14,103.3,21.2,7.2,11.7,10.0,13.3,0.167,0.375,6,0.462,1.9,28.6,0.253215,-1.88181,0.714925,0.0,1.7857,187.96,-353.7050076,18.9,4.7762
15,71.7,27.2,2.0,9.1,18.0,25.5,0.762,0.328,14,0.241,1.9,36.2,-0.538437,-6.91434,-7.53461,0.0667,7.4667,190.5,-1317.1817700000001,11.1,27.584400000000002
29,68.5,15.7,0.5,8.2,12.7,31.5,0.857,0.2,6,0.231,1.9,34.1,-0.621579,-7.35937,-7.49289,0.0,1.2414,177.8,-1308.4959860000001,8.7,29.2237
17,100.2,19.0,1.9,6.3,7.8,11.2,0.643,0.6,4,0.222,0.5,42.4,0.244556,-5.95026,-6.08129,0.0,2.2941,193.04,-1148.6381904,8.2,27.2632
29,104.1,17.6,9.6,18.1,8.5,19.5,0.365,0.615,0,0.0,0.6,47.7,0.745378,-0.861468,-2.38504,1.0323,6.0323,203.2,-175.0502976,27.700000000000003,17.4105
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.319721,-3.35274,-10.9143,0.0,0.0,187.96,-630.1810104,0.0,0.0
6,62.8,19.3,17.5,0.0,0.0,22.0,0.0,0.25,0,0.0,0.0,0.0,-0.216591,-13.9772,-10.068,0.0,0.3333,180.34,-2520.648248,17.5,0.0
23,97.5,23.6,2.4,18.4,7.6,18.9,0.833,0.525,13,0.283,1.9,28.6,0.814676,-4.65363,-2.0129,0.0417,7.0833,185.42000000000002,-862.8760746,20.799999999999997,23.8238
15,67.9,27.4,3.4,14.1,11.3,30.3,0.5,0.333,1,0.25,0.0,80.0,-0.116795,-15.552,-13.1402,0.0,0.7333,190.5,-2962.656,17.5,40.0
27,97.3,16.7,9.2,15.0,10.9,22.3,0.861,0.412,8,0.286,2.3,33.3,0.339343,-2.39159,-3.76306,0.0741,4.4815,190.5,-455.597895,24.2,28.6713
31,93.9,22.0,12.6,13.7,10.1,21.7,0.482,0.503,1,1.0,0.9,67.9,1.13459,0.372238,-1.58712,0.6452,7.0323,205.74,76.58424612,26.299999999999997,32.7278
3,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.305749,-17.883,-20.9248,0.0,0.0,190.5,-3406.7115,0.0,0.0
29,103.5,13.4,7.7,10.2,4.9,16.7,0.6,0.44,0,0.0,4.2,120.0,0.275899,3.7969,3.28784,0.069,1.3793,198.12,752.241828,17.9,72.0
7,28.1,18.9,15.1,4.8,7.0,51.4,0.0,0.0,0,0.0,0.0,0.0,-0.723351,-17.2473,-18.583,0.0,0.0,177.8,-3066.56994,19.9,0.0
30,97.4,18.2,5.2,12.4,3.3,18.6,0.662,0.492,8,0.444,1.7,50.0,0.383833,-3.72208,-3.48673,0.2333,6.7,200.66,-746.8725728,17.6,33.1
16,108.0,12.3,5.3,21.0,1.6,14.8,0.7,0.545,0,0.0,0.9,45.5,0.205036,-4.49186,-4.02957,0.5294,1.8235,203.2,-912.745952,26.3,31.849999999999998
28,85.4,17.5,6.9,10.5,5.8,18.9,0.419,0.448,5,0.25,1.5,29.0,-0.39565,-6.21643,-6.32775,0.0333,3.9333,195.58,-1215.8093794000001,17.4,12.151
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.320641,-7.25168,-10.5369,0.0,0.0,185.42000000000002,-1344.6065056000002,0.0,0.0
34,102.9,27.7,2.8,9.0,18.0,18.6,0.688,0.469,38,0.29,1.9,48.5,3.24225,3.69057,4.48704,0.0588,15.5588,172.72,637.4352504,11.8,33.367999999999995
8,91.7,20.9,3.5,22.0,5.4,24.3,0.5,0.6,2,0.333,0.0,18.2,0.209132,-3.78766,-1.83957,0.125,1.625,208.28,-788.8938248,25.5,9.1
8,57.8,21.7,11.0,24.6,9.0,37.0,0.0,0.4,0,0.0,0.0,40.0,-0.24938,-11.4852,-11.5032,0.125,0.5,200.66,-2304.620232,35.6,0.0
21,67.1,11.4,9.6,15.3,2.6,44.4,0.5,0.429,0,0.0,2.0,42.9,-0.678944,-5.92407,-8.86415,0.2381,0.7143,203.2,-1203.7710240000001,24.9,21.45
20,99.3,16.9,0.7,9.6,9.1,19.5,0.636,0.438,12,0.414,3.3,24.4,0.130836,-1.84024,-1.7373,0.0,3.2273,187.96,-345.8915104,10.299999999999999,15.5184
16,72.2,26.2,6.9,15.6,0.0,32.2,0.6,0.429,1,0.25,1.7,45.5,-0.070801,-11.2055,-6.60104,0.1875,0.75,195.58,-2191.57169,22.5,27.3
30,84.1,17.0,2.4,8.9,9.7,24.0,0.813,0.299,48,0.366,1.6,16.2,-0.582458,-6.26968,-5.32156,0.0667,7.0,195.58,-1226.2240144000002,11.3,13.170599999999999
33,99.5,17.4,6.0,16.3,6.0,19.2,0.625,0.552,34,0.333,0.8,31.7,0.628819,1.86174,-0.365057,3.0882,8.7353,213.36,397.2208464,22.3,19.8125
10,96.6,26.2,6.1,19.9,0.0,24.7,0.833,0.5,3,0.333,0.0,46.2,0.204089,-12.891,-9.26014,0.0,1.8,200.66,-2586.70806,26.0,38.4846
32,99.7,17.4,9.5,13.2,9.3,24.4,0.544,0.563,14,0.333,2.0,32.2,0.778135,1.42114,0.710621,0.2812,7.0312,198.12,281.5562568,22.7,17.516800000000003
28,93.9,17.7,3.3,10.5,11.3,23.8,0.778,0.345,11,0.407,2.2,52.9,-0.00572595,-4.05329,-2.17424,0.0714,3.8571,182.88,-741.2656751999999,13.8,41.1562
29,88.5,20.4,2.9,14.1,28.5,32.3,0.69,0.523,4,0.174,2.9,62.7,0.129499,-2.73427,-3.57493,0.1724,6.4138,182.88,-500.04329759999996,17.0,43.263
30,99.1,16.3,5.6,11.2,3.9,18.2,0.691,0.465,22,0.324,1.9,34.5,0.552422,-4.25833,-4.27009,0.125,8.3438,195.58,-832.8441814,16.799999999999997,23.839499999999997
18,53.2,22.9,0.0,10.7,12.5,52.1,0.667,0.333,3,0.273,0.8,42.9,-0.424963,-14.2461,-14.5137,0.0,1.75,182.88,-2605.326768,10.7,28.6143
21,68.2,19.2,3.9,15.4,0.0,26.9,0.714,0.333,5,0.238,2.6,16.7,-0.314337,-7.092,-4.73222,0.2381,1.619,203.2,-1441.0944,19.3,11.923799999999998
16,116.0,19.6,12.4,2.8,0.0,0.0,0.0,0.563,0,0.0,4.7,12.5,0.224174,2.08473,3.27199,0.0,1.1765,205.74,428.9123502,15.2,0.0
9,77.3,8.7,3.7,12.3,0.0,45.3,0.0,0.667,0,0.0,3.9,0.0,-0.278028,-6.34624,-7.54287,0.0,0.4444,203.2,-1289.555968,16.0,0.0
14,122.8,15.4,3.4,17.1,2.4,7.6,0.5,0.588,7,0.467,0.0,6.3,0.686701,0.904983,4.95764,0.8125,3.375,198.12,179.29523196,20.5,3.15
17,70.2,15.5,0.6,10.1,16.2,28.0,0.75,0.294,6,0.214,1.5,8.9,-0.849871,-8.61944,-8.44011,0.0588,1.8235,185.42000000000002,-1598.2165648000002,10.7,6.675000000000001
27,85.8,18.4,7.7,15.8,3.1,24.0,0.933,0.474,11,0.229,1.0,22.4,-0.102513,-7.76676,-7.49939,0.2759,3.5172,203.2,-1578.205632,23.5,20.8992
31,98.9,18.2,1.3,7.2,10.8,20.0,0.729,0.397,41,0.363,1.1,33.5,0.724766,-1.78833,-1.79174,0.0,6.9677,180.34,-322.5074322,8.5,24.421499999999998
28,105.3,11.0,8.7,14.7,0.5,11.0,0.438,0.508,0,0.0,1.7,54.2,0.165663,-5.1251,-3.82364,0.6429,2.6429,195.58,-1002.367058,23.4,23.739600000000003
28,109.8,14.9,6.1,12.4,13.9,17.6,0.677,0.554,26,0.306,2.4,38.7,1.60396,3.04932,2.00018,0.2258,7.6129,190.5,580.89546,18.5,26.199900000000003
32,98.5,18.5,7.0,19.3,4.8,17.3,0.786,0.5,24,0.324,2.3,11.9,0.57858,1.61941,2.66112,0.2188,3.9688,205.74,333.17741340000003,26.3,9.3534
31,87.5,22.5,1.6,7.0,9.0,17.3,0.764,0.435,46,0.286,1.7,24.1,0.359958,-5.45442,-4.39496,0.0,10.0968,190.5,-1039.06701,8.6,18.4124
5,0.0,5.9,0.0,32.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.434048,-17.4626,-19.7482,0.0,0.3333,193.04,-3370.9803039999997,32.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.968605,-3.26813,-2.07992,0.0,0.0,195.58,-639.1808654000001,0.0,0.0
31,109.6,21.5,4.4,9.0,12.9,13.1,0.705,0.5,41,0.376,2.2,19.7,2.00563,2.64616,3.47405,0.3226,8.6452,193.04,510.8147264,13.4,13.888499999999999
22,67.9,19.2,4.4,17.2,8.1,21.3,0.385,0.313,2,0.182,1.4,60.5,-0.483688,-7.38219,-7.44436,0.1364,1.6364,198.12,-1462.5594827999998,21.6,23.2925
31,94.7,17.8,3.3,7.5,22.6,15.0,0.706,0.452,7,0.2,2.9,22.1,0.0809267,-2.87306,-2.3058,0.0323,2.2903,185.42000000000002,-532.7227852000001,10.8,15.6026
32,89.9,20.8,1.9,8.5,11.5,18.7,0.709,0.395,29,0.322,3.0,31.3,0.725013,0.845559,-0.0436077,0.1515,9.2424,190.5,161.07898949999998,10.4,22.1917
26,84.4,10.2,6.1,11.8,1.5,20.2,0.5,0.429,0,0.0,2.1,40.0,-0.243333,-4.80205,-6.09836,0.1538,0.5769,198.12,-951.3821460000001,17.9,20.0
23,73.9,15.4,1.9,4.9,7.9,16.0,0.6,0.417,0,0.0,2.5,16.1,-0.326902,-6.6791,-7.03882,0.0,1.0,190.5,-1272.36855,6.800000000000001,9.66
29,84.3,21.2,3.5,8.2,8.8,18.6,0.7,0.395,13,0.26,1.1,22.7,-0.0643969,-5.10198,-3.59815,0.2258,3.1613,198.12,-1010.8042776000001,11.7,15.889999999999999
6,88.5,41.5,27.5,29.9,0.0,35.4,0.5,0.667,0,0.0,0.0,33.3,0.19335,-0.867279,12.9636,0.6667,1.5,208.28,-180.63687012,57.4,16.65
31,81.0,18.7,5.4,11.7,8.3,21.8,0.734,0.354,15,0.224,1.8,43.9,-0.42111,-5.7284,-5.68768,0.2903,5.9032,190.5,-1091.2602,17.1,32.2226
21,94.1,21.0,11.4,14.5,5.1,16.4,0.727,0.367,1,0.167,0.9,57.3,0.438566,-6.69589,-6.87342,0.2381,5.1905,200.66,-1343.5972874000001,25.9,41.6571
33,98.2,14.3,11.7,16.6,4.0,22.5,0.387,0.537,0,0.0,1.7,32.6,0.258661,-1.91503,-3.98818,0.7879,3.4545,200.66,-384.26991979999997,28.3,12.616200000000001
32,70.2,14.0,2.8,8.5,4.4,18.0,0.813,0.083,15,0.224,0.8,17.6,-0.863814,-4.59317,-6.01636,0.0938,1.9375,187.96,-863.3322332,11.3,14.3088
31,100.2,22.2,11.1,14.5,6.5,19.2,0.664,0.482,0,0.0,2.1,65.8,1.79229,1.85846,1.46781,1.1935,10.3548,195.58,363.47760680000005,25.6,43.6912
35,115.1,19.1,4.9,11.8,4.6,9.3,0.681,0.467,40,0.388,3.2,46.6,1.2972,2.91768,3.58661,0.0571,5.9714,195.58,570.6398544,16.700000000000003,31.734600000000004
18,95.9,15.1,12.0,6.4,4.0,11.3,0.375,0.435,0,0.0,0.6,34.8,0.0101406,-1.65535,-1.95406,0.4444,1.2778,200.66,-332.162531,18.4,13.049999999999999
3,76.1,20.8,14.4,27.1,0.0,26.0,0.5,0.375,0,0.0,1.8,50.0,-0.349923,-16.3625,-10.101,0.0,2.6667,198.12,-3241.7385000000004,41.5,25.0
8,115.2,32.2,0.0,0.0,0.0,31.4,0.8,0.0,0,0.0,5.1,0.0,0.238363,-3.17088,-1.91384,0.0,1.0,185.42000000000002,-587.9445696,0.0,0.0
7,86.4,25.3,11.7,20.1,0.0,43.3,0.0,0.75,0,0.0,0.0,0.0,0.0198575,-12.5865,-5.76827,0.0,0.8571,187.96,-2365.75854,31.8,0.0
34,86.8,20.7,10.1,15.6,6.1,25.4,0.471,0.476,0,0.0,1.0,47.9,0.159514,0.801107,-1.31014,1.6765,5.0294,213.36,170.92418952000003,25.7,22.560899999999997
30,79.0,22.0,2.4,10.8,10.6,26.2,0.658,0.431,11,0.333,2.6,21.5,-0.182994,-3.68582,-4.01932,0.3667,6.0667,190.5,-702.14871,13.200000000000001,14.147
21,69.0,12.7,1.3,8.4,4.5,21.1,0.0,0.417,7,0.226,0.9,0.0,-0.730462,-2.71107,-4.09411,0.0476,1.4762,198.12,-537.1171884,9.700000000000001,0.0
19,65.8,16.4,5.6,14.9,6.3,25.3,0.625,0.304,2,0.133,1.1,21.1,-0.615416,-3.40142,-7.0771,0.25,1.35,193.04,-656.6101167999999,20.5,13.1875
25,97.4,21.7,2.6,11.3,9.8,12.0,0.789,0.476,22,0.278,2.8,26.8,0.563181,-2.04954,-1.53587,0.0741,6.037,195.58,-400.8490332,13.9,21.145200000000003
17,86.4,11.5,1.6,8.8,8.0,21.9,0.5,0.429,8,0.296,1.7,4.9,-0.395908,-4.15887,-3.30685,0.1176,2.1765,190.5,-792.2647350000001,10.4,2.45
25,78.1,20.1,6.2,18.3,3.2,16.1,0.444,0.352,0,0.0,2.3,133.3,-0.382517,-10.0298,-6.60476,0.04,2.8,193.04,-1936.152592,24.5,59.18520000000001
19,87.6,15.7,7.6,10.1,2.9,27.5,0.462,0.583,0,0.0,0.7,108.3,-0.0654631,-7.20791,-6.43853,0.1579,1.0526,203.2,-1464.6473119999998,17.7,50.0346
31,86.5,24.5,3.1,9.7,18.9,25.8,0.54,0.467,8,0.216,2.0,21.6,0.419189,-5.27995,-4.32986,0.0645,7.5161,193.04,-1019.2415480000001,12.799999999999999,11.664000000000001
17,55.0,13.2,9.7,4.3,9.9,22.2,0.0,0.214,0,0.0,0.7,35.7,-0.607749,-9.95333,-11.405,0.0,0.3529,193.04,-1921.3908231999999,14.0,0.0
12,52.1,20.6,8.6,13.3,6.0,55.7,0.778,0.375,0,0.0,1.4,52.9,-1.24911,-12.6643,-14.4616,0.1333,2.4667,203.2,-2573.38576,21.9,41.1562
27,106.8,13.5,2.8,7.2,19.0,10.1,0.545,0.417,0,0.0,2.4,88.0,0.190198,-2.54133,-1.11385,0.0741,1.1852,182.88,-464.75843039999995,10.0,47.96
10,66.8,20.2,0.0,15.5,5.8,27.5,1.0,0.0,2,0.2,3.7,20.0,-0.265638,-5.81514,-7.74725,0.1,0.8,198.12,-1152.0955368000002,15.5,20.0
17,127.6,16.5,10.2,12.3,4.4,23.0,0.909,0.429,4,0.571,3.1,78.6,0.603553,9.39939,8.52042,0.2353,1.6471,200.66,1886.0815974,22.5,71.4474
29,117.4,14.3,6.8,10.5,5.2,17.5,0.784,0.597,0,0.0,0.8,55.2,0.937482,0.60575,-0.850882,0.4138,3.7586,208.28,126.16561,17.3,43.2768
23,77.2,20.4,5.1,14.8,7.7,27.1,0.625,0.344,1,0.333,1.5,83.3,-0.528538,-7.59575,-7.7886,0.6087,5.087,198.12,-1504.86999,19.9,52.0625
27,78.9,22.4,3.7,13.9,35.0,35.8,0.557,0.403,3,0.2,3.9,57.1,-0.585004,-3.82101,-4.49181,0.1852,6.2963,190.5,-727.9024049999999,17.6,31.804700000000004
15,77.1,13.9,16.6,16.3,2.5,22.7,0.5,0.333,0,0.0,0.8,14.3,-0.239797,-7.61678,-5.7811,0.0,0.6,198.12,-1509.0364536000002,32.900000000000006,7.15
17,100.7,13.9,3.6,10.5,7.7,40.6,0.0,0.75,8,0.571,1.7,0.0,0.0976,-2.53878,-2.34336,0.0,1.7647,182.88,-464.2920864,14.1,0.0
25,109.5,19.9,8.8,15.2,5.1,18.0,0.735,0.545,0,0.0,0.6,56.1,1.81113,-1.79319,-2.15122,1.0,8.76,200.66,-359.8215054,24.0,41.2335
21,74.7,16.3,5.3,16.8,7.0,28.8,0.167,0.516,2,0.154,0.6,13.6,-0.408948,-2.05102,-4.69661,0.6667,1.8571,208.28,-427.18644559999996,22.1,2.2712
33,108.5,19.6,8.9,11.1,5.0,19.0,0.654,0.552,0,0.0,1.6,88.1,0.617869,1.35165,-0.329528,0.6364,2.9697,195.58,264.355707,20.0,57.617399999999996
29,74.0,14.7,9.2,13.0,8.1,24.4,0.75,0.351,2,0.08,1.0,19.4,-0.627682,-4.47781,-5.30685,0.2069,1.4138,193.04,-864.3964424,22.2,14.549999999999999
32,87.8,14.8,0.0,10.1,17.4,23.6,0.563,0.481,6,0.207,2.7,19.3,-0.264405,-5.22824,-4.54918,0.0,2.5758,180.34,-942.8608016000001,10.1,10.8659
4,43.3,38.5,10.6,12.8,46.8,46.0,0.5,0.0,0,0.0,0.0,66.7,-0.37335,-19.9158,-25.1962,0.0,0.25,195.58,-3895.1321640000006,23.4,33.35
23,72.5,15.9,7.8,19.0,3.1,30.8,0.667,0.333,0,0.0,0.5,37.5,-0.281182,-6.58273,-8.13748,0.0435,0.9565,205.74,-1354.3308702,26.8,25.012500000000003
35,85.1,20.6,9.1,7.1,6.3,15.4,0.614,0.373,1,0.05,1.7,55.3,-0.0350534,-6.19467,-6.65685,0.0286,2.8571,193.04,-1195.8190968000001,16.2,33.9542
14,91.2,17.5,5.3,12.4,9.6,11.1,0.6,0.5,3,0.214,1.9,27.8,0.00829697,-3.96197,-2.9527,0.0,1.1429,190.5,-754.755285,17.7,16.68
8,70.8,27.3,15.2,24.8,5.2,15.6,0.0,0.0,4,0.267,0.0,11.8,-0.0952337,-9.38996,-7.90221,0.125,1.5,203.2,-1908.039872,40.0,0.0
30,88.1,15.6,7.2,10.6,4.8,25.8,0.435,0.558,1,0.1,1.5,37.1,-0.155772,-3.84386,-5.09345,0.2812,2.9062,195.58,-751.7821388,17.8,16.1385
6,109.9,16.9,0.0,8.7,39.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.224047,-2.07246,-0.733288,0.1429,0.4286,187.96,-389.5395816,8.7,0.0
18,66.9,11.9,0.0,3.2,10.3,27.5,0.75,0.333,1,0.125,1.1,23.5,-0.521019,-4.34691,-6.32051,0.0,0.6667,195.58,-850.1686578000001,3.2,17.625
